title = "Where Are My Friends?"
description = "Eye on the ball named Wheye had come to the planet where his friends studied local species. His friends went missing, the planet is about to blow and only Wheye can save everyone. He will have to face different trials on his own.\n\nFeatures:\n• 4 DIFFERENT GENRES IN ONE GAME!\nEvery level is a separate genre: runner, metroidvania, point'n'click quest and puzzle-platformer.\n\n• GAME WITHOUT WORDS\nThe plot will be understandible to each one of you, since the story is told without using a single word.\n\n• UNIQUE VISUAL STYLE OF EACH LEVEL\nColorful graphics created using different tools - from hand drawing to CG flat-design.\n\n• ATMOSPHERIC SOUNDTRACK\nOriginal music which builds up enjoyment received from playing the game."
github_issues = []
needs_system_files = false
needs_shared_font = false
game_type = "switch"

[[ releases ]]
title = "0100FDB0092B4000"
region = "all"
release_date = "2018-04-25"
